id,name,host_verifications,city,zipcode,price,monthly_price,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews
5725804,"Top floor Brownstone, tree-lined st","['phone', 'reviews']",Boston,02114,$130.00,"$3,100.00",$150.00,0,$0.00,14,2
7527864,Great Private Room in Beacon Hill,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$150.00,"$2,330.00",$60.00,1,$10.00,3,20
13591091,"Charming, upscale Beacon Hill home","['email', 'phone', 'reviews', 'jumio']",Boston,02114,$189.00,"$3,699.00",$40.00,2,$39.00,3,1
1745339,"Beacon Hill, Steps to Boston Common","['email', 'phone', 'reviews', 'jumio']",Boston,02108,$195.00,"$3,200.00",$60.00,4,$0.00,9,27
7874552,Beacon Hill's Charles St.,"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02114,$130.00,"$2,700.00",$50.00,1,$20.00,2,29
697078,Spacious 1 bed facing State House,"['phone', 'reviews']",Boston,02108,$175.00,"$3,000.00",$250.00,0,$0.00,5,8
3873776,"Large, Sunny Beacon Hill Apartment","['email', 'phone', 'reviews', 'kba']",Boston,02114,$325.00,"$7,000.00",$90.00,1,$0.00,1,7
23619,Newly upgrade Beacon Hill Studio,"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02108,$175.00,"$2,400.00",$50.00,2,$0.00,4,127
7527149,Gorgeous Boston Townhouse Apartment,"['email', 'phone', 'reviews', 'kba']",Boston,02108,$700.00,"$15,000.00",$150.00,7,$50.00,5,11
7918592,Classic Beacon Hill Apartment,"['email', 'phone', 'reviews', 'kba']",Boston,02114,$110.00,"$1,260.00",$40.00,1,$0.00,3,17
6410674,Downtown Boston - Beacon Hill - New,"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02114,$175.00,"$3,500.00",$30.00,1,$30.00,2,59
4787359,1BD in Beacon Hill w. Amazing roof,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$250.00,"$5,500.00",$150.00,2,$75.00,1,18
4032756,Airy Beacon Hill Flat w City Views,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$188.00,"$3,500.00",$50.00,2,$0.00,5,18
7996844,Beacon Hill on Charles (#2),"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02114,$130.00,"$2,700.00",$50.00,1,$20.00,2,33
8471852,Awesome North End Studio,"['email', 'phone', 'reviews', 'kba']",Boston,02113,$120.00,"$2,450.00",$25.00,0,$0.00,1,28
1886037,Beautiful Penthouse in Beacon Hill,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$230.00,"$4,200.00",$100.00,1,$0.00,7,1
3068453,Large Studio in Theater District,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",Boston,02116,$133.00,"$1,323.00",$45.00,1,$15.00,1,74
2821825,[1852-2C]2BRs in Downtown Boston,"['email', 'phone', 'reviews', 'jumio']",Boston,02111,$329.00,"$8,150.00",$150.00,1,$0.00,30,4
21891,[1168-2NH]Lux 2BR - Downtown Boston,"['email', 'phone', 'reviews', 'jumio']",Boston,02111,$349.00,"$7,400.00",$200.00,1,$0.00,3,21
9905304,Great Downtown Apt,"['email', 'phone', 'reviews']",Boston,02116,$375.00,"$6,500.00",$69.00,4,$20.00,3,1
2747654,Nice Furnished Apt by Theater Distr,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",Boston,02116,$150.00,"$1,386.00",$45.00,1,$15.00,1,67
7838961,[1852-1NE]Elegant 1BR - Downtown Boston,"['email', 'phone', 'reviews', 'jumio']",Boston,02111,$269.00,"$6,900.00",$150.00,1,$0.00,7,0
1240598,Downtown Studio Theater Dist Common,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",Boston,02116,$152.00,"$1,785.00",$35.00,1,$15.00,1,76
4924009,Small Studio by Theater District,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",Boston,02116,$128.00,"$2,289.00",$35.00,1,$15.00,1,52
497810,"LOCATION, LOCATION, LOCATION","['email', 'phone', 'reviews', 'kba']",Boston,02108 02111,$334.00,"$9,500.00",$120.00,4,$60.00,1,135
4275846,Boston Studio Across from Majestic,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",Boston,02116,$150.00,"$1,701.00",$40.00,1,$15.00,1,54
10730,Bright 1bed facing Golden Dome,"['phone', 'reviews']",Boston,02108,$150.00,"$3,000.00",$250.00,0,$0.00,6,21
5371687,"Chic, Stylish 1 BD on Beacon Hill","['email', 'phone', 'reviews', 'kba']",Boston,02108,$249.00,"$3,300.00",$100.00,1,$0.00,3,26
60356,Bookcase 1bd facing Boston Common,"['phone', 'reviews']",Boston,02108,$175.00,"$2,900.00",$150.00,1,$0.00,7,5
8792552,DOWNTOWN MODERN 2 BED,"['email', 'phone', 'reviews', 'kba']",Boston,02111,$265.00,"$4,300.00",$60.00,1,$0.00,1,38
2547129,"Beautiful open concept,private  one bedroom","['email', 'phone', 'reviews', 'jumio']",Boston,02108,$199.00,"$3,400.00",$125.00,1,$0.00,3,9
8563141,Apartment Above Downtown Crossing,"['email', 'phone', 'reviews', 'jumio']",Boston,02111,$285.00,"$5,500.00",$100.00,4,$0.00,2,37
665035,[1218-1NH]1BR At Longfellow Place,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$249.00,"$6,380.00",$150.00,1,$0.00,4,0
8792,Large 1 Bed facing State House,"['phone', 'reviews']",Boston,02108,$154.00,"$2,900.00",$250.00,0,$0.00,30,18
2547075,"Bright, new, modern studio in downtown Boston","['email', 'phone', 'reviews', 'jumio']",Boston,02108,$150.00,"$2,800.00",$125.00,1,$10.00,3,20
2776391,Super cool! Modern  2 bedroom loft ,"['email', 'phone', 'reviews', 'jumio']",Boston,02108,$235.00,"$5,000.00",$135.00,3,$10.00,3,34
891953,"Downtown tri level, 900sq ft 1 bed","['email', 'phone', 'reviews', 'jumio']",Boston,02108,$175.00,"$3,400.00",$125.00,1,$0.00,3,13
6936712,Beacon Hill top floor sunny studio,"['phone', 'reviews']",Boston,02108,$175.00,"$3,000.00",$200.00,0,$0.00,5,5
38579,[1218-2NH]2BR Apartment in Boston,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$299.00,"$5,860.00",$200.00,1,$0.00,5,4
70481,Beacon Hill 1bed facing Beacon St,"['phone', 'reviews']",Boston,02108,$175.00,"$3,100.00",$150.00,1,$0.00,5,6
6181230,[1909-1N]1BR -The Victor-North End,"['email', 'phone', 'reviews', 'jumio']",Boston,02114,$249.00,"$9,873.00",$200.00,1,$0.00,4,2
2821921,[1852-ST] Lux 2BR-Downtown Boston,"['email', 'phone', 'reviews', 'jumio']",Boston,02111,$329.00,"$6,900.00",$150.00,1,$0.00,4,3
2410846,"Sunney, Beacon Hill one bedroom","['email', 'phone', 'reviews', 'jumio']",Boston,02108,$150.00,"$3,400.00",$200.00,1,$0.00,14,6
1966195,Lux Downtown Boston 2BR Apt w/pool,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02111,$389.00,"$6,870.00",$100.00,1,$0.00,3,23
1868124,Lux Downtown Boston 1BR Apt w/pool,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02111,$293.00,"$5,070.00",$100.00,1,$0.00,3,8
67946,[1330-1C] Lux High Rise in Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02115,$249.00,"$5,500.00",$150.00,1,$0.00,3,1
52423,[1125]Furnished 1BR,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$6,950.00",$150.00,1,$0.00,4,4
54215,[1246-2C]Lux 2BR - Fenway Area,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,850.00",$150.00,1,$0.00,3,5
25142,[1246]Beautiful 2BRs - Fenway Area,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$6,700.00",$150.00,1,$0.00,3,9
8955473,Best Apt near Longwood Medical,"['email', 'phone']",Boston,02215,$275.00,"$6,990.00",$150.00,1,$0.00,4,0
8187052,Luxury 2BR Apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
8925974,Large Luxury Apt in Boston's Fenway,"['email', 'phone']",Boston,02215,$375.00,"$7,400.00",$150.00,1,$0.00,3,0
39116,Private Room/Perfect Location!,"['email', 'phone', 'reviews', 'kba']",Boston,02215,$99.00,"$1,499.00",$25.00,1,$25.00,1,46
1867754,Lux 1BR near Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$228.00,"$5,550.00",$100.00,1,$0.00,3,1
2243499,Lux 1 BR in the Heart of Fenway,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$285.00,"$5,970.00",$100.00,1,$0.00,3,1
6356533,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,14
9452993,Summer at The Heart of Boston,"['email', 'phone', 'reviews', 'kba']",Boston,02115,$60.00,"$1,200.00",$10.00,1,$25.00,7,11
8141545,1BR Furnished apt in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$189.00,"$6,789.00",$100.00,1,$0.00,3,0
6568621,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,10
3914363,Lux 1BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$6,270.00",$100.00,1,$0.00,3,5
6027467,Luxury 1BR in Boston/ Fenway Area,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$239.00,"$6,900.00",$100.00,1,$0.00,3,3
5125723,Beautiful flat steps from BackBay,"['email', 'phone', 'reviews', 'kba']",Boston,02115,$100.00,"$2,500.00",$60.00,1,$70.00,1,29
9041513,Lux 1BR by Fenway w/wifi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$11,970.00",$100.00,1,$0.00,3,0
228883,[1330-2] Lux 2BR in The Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,000.00",$150.00,1,$0.00,3,4
6951829,Lux Furnished 2BR in Boston/ Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$8,649.00",$100.00,1,$0.00,3,1
1863443,Lux 1BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$6,270.00",$100.00,1,$0.00,3,5
7220216,Lux 2BR in Fenway w/rooftop lounge,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$429.00,"$8,970.00",$100.00,1,$0.00,3,0
1864705,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,10
4109165,Lux 1BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$6,270.00",$100.00,1,$0.00,3,1
7499960,"LOCATION! SAFE,CENTRAL CITY! CHARM!","['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02215,$295.00,"$3,200.00",$50.00,1,$50.00,4,9
5990896,"Studio, 2 min walk Symphony T/Hynes","['email', 'phone', 'reviews']",Boston,02115,$85.00,"$1,890.00",$8.00,1,$0.00,1,37
9040476,Lux 2BR by Fenway w/Wifi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$11,970.00",$100.00,1,$0.00,3,0
6844012,Luxury 2BR in Boston & Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$199.00,"$8,649.00",$100.00,1,$0.00,3,1
8165898,Boston Fenway furnished 2br apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,3
8335838,Luxury 2BR Boston Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
716512,[1330-2/1] Lux 2BR in The Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,315.00",$150.00,1,$0.00,4,0
8187595,Lux Furnished 2BR Boston Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
4565470,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,3
6467991,Private Room & Bath In Kenmore Sq,"['email', 'phone', 'reviews', 'kba']",Boston,02215,$80.00,"$1,650.00",$100.00,1,$0.00,25,0
9855,[1330-1D] Lux 1BR  w/ Den - Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$259.00,"$5,700.00",$150.00,1,$0.00,4,3
8168982,2BR Lux Apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$199.00,"$9,145.00",$100.00,1,$0.00,3,0
6268395,Lux Fully Furnished 1BR Boston Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,665.00",$100.00,1,$0.00,3,0
7869497,New Lux 1BR at Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,409.00",$100.00,1,$0.00,3,2
6790961,Luxury 2BR in Boston/ Fenway Area.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$8,649.00",$100.00,1,$0.00,3,1
7219056,Lux 1BR in Fenway w/rooftop lounge,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$379.00,"$6,450.00",$100.00,1,$0.00,3,0
8335652,2BR Boston Fully Furnished Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
6317304,Sunny & beautiful! Walk everywhere!,"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02215,$193.00,"$3,500.00",$60.00,1,$0.00,1,56
8336347,Boston Fenway 2BR Furnished Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,2
8085906,Luxury 1BR at Boston Fenway Area,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,0
8184007,Lux 2br in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
1819994,Riverview! WALK EVERYWHERE. Best Central Location.,"['email', 'phone', 'facebook', 'reviews', 'kba']",Boston,02215,$310.00,"$4,800.00",$60.00,14,$0.00,1,1
4040151,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,15
5086521,Modern & spacious studio for two,"['email', 'phone', 'reviews', 'jumio']",Boston,02115,$142.00,"$2,562.00",$45.00,1,$0.00,3,32
6015021,Lux Fully Furnished 1BR Boston Apt,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,665.00",$100.00,1,$0.00,3,2
2186358,Lux 1 BR in the Heart of Fenway,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$285.00,"$5,970.00",$100.00,1,$0.00,3,9
8099266,Lux Furnished 1BR in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,0
8334845,Lux Furnished Boston Fenway 2br Apt,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
7869368,New Luxury 1BR Apartment at Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,409.00",$100.00,1,$0.00,2,0
8164953,Lux 2br Boston Fenway Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
7508865,Luxury 1BR Apt in Fenway Area,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,3
8164146,Furnished 2br apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,2,0
7869167,New Luxury 1BR Apartment In Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$349.00,"$7,409.00",$100.00,1,$0.00,3,0
8081935,Boston Fennway lux 1br apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,0
6444138,Lux 2 BR in the Heart of Fenway,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$603.00,"$8,070.00",$100.00,1,$0.00,3,3
36885,A Cozy Corner of Boston,"['email', 'phone', 'facebook', 'reviews']",Boston,02215,$155.00,"$2,750.00",$85.00,2,$0.00,5,125
8163273,2br Lux Apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,1
3903324,Lux 1BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$6,270.00",$100.00,1,$0.00,3,6
8097453,Luxury 1BR Boston Apt in Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,1
8146576,Luxurious 2Br apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,1
180914,[1125-1]Furnished 1BR - Landmark Square,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$249.00,"$4,950.00",$150.00,1,$0.00,3,2
4181163,Lux 2BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$279.00,"$8,070.00",$100.00,1,$0.00,3,3
7573274,Luxury 2BR/2BA Apt. + Outdoor Pool!,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$199.00,"$8,835.00",$100.00,1,$0.00,3,2
2214923,Lux 2 BR in the Heart of Fenway,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$603.00,"$11,970.00",$100.00,1,$0.00,3,0
8063870,Lux 1BR by Fenway w/WiFi,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'kba']",Boston,02215,$219.00,"$6,270.00",$100.00,1,$0.00,3,2
8162168,Lux 2br Boston Fenway  Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
8063815,Luxury 1BR in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$169.00,"$6,789.00",$100.00,1,$0.00,3,0
6324649,Private Room in the Heart of Boston,"['email', 'phone', 'facebook', 'reviews', 'jumio']",Boston,02115,$115.00,"$2,000.00",$20.00,1,$25.00,1,54
8145397,Luxury 1BR in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$229.00,"$6,789.00",$100.00,1,$0.00,3,0
8325366,Furnished 2br Boston Fenway Apt.,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,0
8439372,Brand New Apt in Great Location!,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$295.00,"$6,000.00",$99.00,3,$10.00,3,29
8325544,2br Lux Apt. in Boston Fenway,"['email', 'phone', 'reviews', 'jumio']",Boston,02215,$319.00,"$9,145.00",$100.00,1,$0.00,3,1
